<<<<<<< HEAD
Date,Open,High,Low,Close,Adj Close,Volume
2000/4/27,7386.61 ,7413.819824,7156.830078,7221.740234,7221.740234,31659700
2000/4/28,7223.27 ,7436.450195,7223.27002,7414.680176,7414.680176,36743900
2000/5/1,null,null,null,null,null,null
2000/5/2,7407.53 ,7561.669922,7405.700195,7555.919922,7555.919922,26185100
2000/5/3,7547.91 ,7571.720215,7362.75,7376.930176,7376.930176,28208500
2000/5/4,7388.68 ,7419.740234,7321.430176,7386.709961,7386.709961,27541100
2000/5/5,7391.62 ,7530.819824,7333.47998,7530.819824,7530.819824,27822900
2000/5/8,7532.97 ,7532.970215,7383.220215,7408.089844,7408.089844,22863000
2000/5/9,7407.89 ,7407.950195,7225.180176,7280.540039,7280.540039,36154000
2000/5/10,7273.56 ,7313.27002,7102.589844,7120.859863,7120.859863,35850600
2000/5/11,7111.28 ,7277.560059,7013.700195,7259.47998,7259.47998,37107300
2000/5/12,7269.87 ,7331.029785,7206.089844,7269.279785,7269.279785,22620900
2000/5/15,7266.08 ,7278.029785,7188.25,7195.149902,7195.149902,23454500
2000/5/16,7203.58 ,7398.47998,7203.580078,7371.060059,7371.060059,32736200
2000/5/17,7370.18 ,7378.569824,7197.830078,7211.509766,7211.509766,31268100
2000/5/18,7214.50 ,7258.609863,7158.540039,7181.580078,7181.580078,28888200
2000/5/19,7182.46 ,7182.459961,6958.919922,6989.029785,6989.029785,40357800
2000/5/22,6983.46 ,7040.569824,6818.700195,6912.959961,6912.959961,34791300
2000/5/23,6918.93 ,7017.240234,6883.390137,6927.689941,6927.689941,32116400
2000/5/24,6920.14 ,6920.140137,6794.080078,6834.879883,6834.879883,42809500
2000/5/25,6846.37 ,6998.310059,6846.370117,6978.870117,6978.870117,37346200
2000/5/26,6969.01 ,6972.209961,6833.109863,6938.330078,6938.330078,32889400
2000/5/29,6956.14 ,7029.799805,6956.140137,7016.660156,7016.660156,17218400
2000/5/30,7024.60 ,7150.5,7024.600098,7119.259766,7119.259766,30931400
2000/5/31,7127.26 ,7213.97998,7101.140137,7109.669922,7109.669922,35084200
2000/6/1,7117.57 ,7277.52002,7117.569824,7272.759766,7272.759766,17178500
2000/6/2,7286.19 ,7460.509766,7246.169922,7438.950195,7438.950195,35535900
2000/6/5,7456.22 ,7486.399902,7354.839844,7408.02002,7408.02002,25672600
2000/6/6,7404.78 ,7464.759766,7298.22998,7359.799805,7359.799805,34579200
2000/6/7,7363.66 ,7363.660156,7241.580078,7292.97998,7292.97998,28906300
2000/6/8,7293.74 ,7390.5,7211.970215,7243.129883,7243.129883,33310400
2000/6/9,7246.46 ,7354.319824,7229.330078,7254.529785,7254.529785,25554400
2000/6/12,7251.29 ,7315.049805,7224.720215,7235.640137,7235.640137,6569700
2000/6/13,7222.77 ,7307.339844,7173.640137,7268.910156,7268.910156,25655400
2000/6/14,7292.77 ,7374.600098,7251.22998,7350.939941,7350.939941,30086400
2000/6/15,7347.75 ,7388.240234,7324.600098,7328.620117,7328.620117,33370300
2000/6/16,7344.44 ,7368.569824,7131.399902,7131.399902,7131.399902,249183400
2000/6/19,7134.17 ,7225.339844,7134.169922,7198.799805,7198.799805,56438500
2000/6/20,7207.59 ,7270.200195,7201.879883,7227.27002,7227.27002,35733000
2000/6/21,7227.05 ,7240.009766,7090.5,7100.089844,7100.089844,35718500
2000/6/22,7112.15 ,7172.859863,7028.339844,7053.669922,7053.669922,22107900
2000/6/23,7056.82 ,7081.580078,6976.970215,6980.410156,6980.410156,30245800
2000/6/26,6986.89 ,7085.27002,6975.069824,7027.189941,7027.189941,27780300
2000/6/27,7029.55 ,7064.439941,6966.450195,7048.959961,7048.959961,28744300
2000/6/28,7050.84 ,7072.640137,7010.669922,7056.049805,7056.049805,32441300
2000/6/29,7055.42 ,7058,6851.839844,6874.540039,6874.540039,36792100
2000/6/30,6882.94 ,6935.180176,6866.850098,6898.209961,6898.209961,31070700
2000/7/3,6912.97 ,6962.02002,6842.609863,6958.959961,6958.959961,32797800
2000/7/4,6958.40 ,6976.080078,6881.140137,6944.359863,6944.359863,36053500
2000/7/5,6946.73 ,7090.109863,6946.72998,6961.72998,6961.72998,37171100
2000/7/6,6947.21 ,6978.930176,6905.240234,6951.089844,6951.089844,37202900
2000/7/7,6957.01 ,7052.220215,6919.939941,7052.220215,7052.220215,35644700
2000/7/10,7052.68 ,7126.040039,7031.330078,7070.819824,7070.819824,27632200
2000/7/11,7068.09 ,7069.490234,6955.580078,7003.97998,7003.97998,27799300
2000/7/12,7015.84 ,7100.359863,7011.680176,7065.970215,7065.970215,33775100
2000/7/13,7073.81 ,7196.160156,7008.959961,7195.990234,7195.990234,36501900
2000/7/14,7193.23 ,7342.220215,7173.419922,7318.379883,7318.379883,49333300
2000/7/17,7320.10 ,7430.700195,7320.100098,7430.700195,7430.700195,36001200
2000/7/18,7417.02 ,7449.779785,7355.310059,7406.910156,7406.910156,27086600
2000/7/19,7406.24 ,7406.240234,7321.27002,7366.569824,7366.569824,33656500
2000/7/20,7364.64 ,7491.799805,7303.910156,7480.140137,7480.140137,46348800
2000/7/21,7481.19 ,7503.319824,7373.149902,7373.259766,7373.259766,34916700
2000/7/24,7377.98 ,7428.169922,7308.450195,7328.310059,7328.310059,55092900
2000/7/25,7323.24 ,7358.640137,7294.060059,7329.040039,7329.040039,49734100
2000/7/26,7330.14 ,7368.339844,7250.220215,7302.120117,7302.120117,45751300
2000/7/27,7291.14 ,7333.02002,7170.810059,7183.439941,7183.439941,36934500
2000/7/28,7188.63 ,7222.109863,7076.370117,7128.299805,7128.299805,41480700
2000/7/31,7135.39 ,7251.879883,7112.939941,7190.370117,7190.370117,34593200
2000/8/1,7194.03 ,7244.549805,7094.930176,7145.529785,7145.529785,31558900
2000/8/2,7151.50 ,7197.319824,7068.959961,7112.450195,7112.450195,35868000
2000/8/3,7113.08 ,7113.080078,6954.600098,7037.910156,7037.910156,40296800
2000/8/4,7040.25 ,7112.970215,7007.209961,7016.589844,7016.589844,34104900
2000/8/7,7020.65 ,7135.279785,7020.649902,7113.220215,7113.220215,31987000
2000/8/8,7110.47 ,7194.220215,7079.740234,7123.810059,7123.810059,46445600
2000/8/9,7129.70 ,7268.640137,7129.700195,7226.709961,7226.709961,46119900
2000/8/10,7228.70 ,7318.939941,7213.379883,7280.970215,7280.970215,40226200
2000/8/11,7289.26 ,7327.220215,7225.029785,7322.97998,7322.97998,32923700
2000/8/14,7323.87 ,7369.009766,7297.029785,7331.669922,7331.669922,24545100
2000/8/15,7336.73 ,7380.189941,7276.040039,7307.430176,7307.430176,24001300
2000/8/16,7314.57 ,7363.640137,7291.009766,7315.27002,7315.27002,37171700
2000/8/17,7320.69 ,7336.22998,7214.680176,7278.430176,7278.430176,37181400
2000/8/18,7286.32 ,7320.609863,7216.620117,7232.419922,7232.419922,35111400
2000/8/21,7233.74 ,7258.870117,7147.149902,7199.339844,7199.339844,27588300
2000/8/22,7208.39 ,7282.209961,7208.390137,7249.200195,7249.200195,31712100
2000/8/23,7257.34 ,7263.549805,7157.850098,7232.779785,7232.779785,37931200
2000/8/24,7233.78 ,7279.200195,7213.200195,7230.259766,7230.259766,32745400
2000/8/25,7232.37 ,7333.089844,7232.370117,7307.169922,7307.169922,33264900
2000/8/28,7320.93 ,7395.810059,7310.290039,7339.220215,7339.220215,25585900
2000/8/29,7342.04 ,7355.580078,7277.169922,7294.399902,7294.399902,28843600
2000/8/30,7292.46 ,7292.459961,7176.240234,7185.560059,7185.560059,31863300
2000/8/31,7191.00 ,7251.310059,7168.52002,7216.450195,7216.450195,34500100
2000/9/1,7221.41 ,7397.120117,7221.410156,7344.669922,7344.669922,47210000
2000/9/4,7355.74 ,7453.359863,7355.740234,7445.560059,7445.560059,31383800
2000/9/5,7448.08 ,7456.709961,7369.359863,7395.069824,7395.069824,33648700
2000/9/6,7397.05 ,7434.02002,7315.149902,7333.02002,7333.02002,33556300
2000/9/7,7327.66 ,7383.600098,7283.790039,7373.339844,7373.339844,35205000
2000/9/8,7373.90 ,7393.879883,7248.939941,7267.77002,7267.77002,32636900
2000/9/11,7267.68 ,7273.299805,7196.640137,7214.450195,7214.450195,27573000
2000/9/12,7213.18 ,7213.180176,7129.029785,7135.75,7135.75,35545800
2000/9/13,7134.56 ,7169.529785,6994.180176,7006.259766,7006.259766,40399400
2000/9/14,7010.70 ,7101.5,7006.640137,7048.5,7048.5,43667400
2000/9/15,7048.88 ,7077.580078,6976.410156,6999.540039,6999.540039,132646100
2000/9/18,6959.93 ,6977.25,6873.399902,6891.689941,6891.689941,41316600
2000/9/19,6865.87 ,6937.819824,6839.299805,6937.740234,6937.740234,37007200
2000/9/20,6953.25 ,6973.310059,6726.459961,6765.22998,6765.22998,40836300
2000/9/21,6774.26 ,6817.089844,6581.930176,6682.919922,6682.919922,58925800
2000/9/22,6677.83 ,6740.25,6468.459961,6740.25,6740.25,61786000
2000/9/25,6739.28 ,6827.069824,6739.279785,6788.689941,6788.689941,42789200
2000/9/26,6779.81 ,6827.890137,6726.240234,6765.040039,6765.040039,38283700
2000/9/27,6761.93 ,6857.47998,6716.839844,6814.060059,6814.060059,44697700
2000/9/28,6809.59 ,6846.990234,6727.319824,6832.759766,6832.759766,38882800
2000/9/29,6835.13 ,6884.629883,6771.660156,6798.120117,6798.120117,34207100
2000/10/2,6800.07 ,6906.830078,6766.100098,6862.259766,6862.259766,31208300
2000/10/3,null,null,null,null,null,null
2000/10/4,6857.48 ,6896.540039,6760.709961,6823.430176,6823.430176,47943600
2000/10/5,6819.12 ,6917.169922,6819.120117,6892.490234,6892.490234,42862500
2000/10/6,6895.71 ,6921.080078,6712.47998,6776.390137,6776.390137,44982500
2000/10/9,6776.04 ,6776.040039,6624.549805,6680.779785,6680.779785,36865700
2000/10/10,6683.69 ,6726.450195,6655.509766,6673.149902,6673.149902,43808800
2000/10/11,6668.94 ,6668.939941,6467.290039,6561.629883,6561.629883,57637400
2000/10/12,6569.86 ,6649.25,6383.169922,6465.259766,6465.259766,49142400
2000/10/13,6452.11 ,6661.299805,6385.549805,6661.299805,6661.299805,46712100
2000/10/16,6668.12 ,6725.330078,6578.779785,6627.25,6627.25,34409000
2000/10/17,6622.01 ,6668.560059,6521.75,6531.709961,6531.709961,46275100
2000/10/18,6523.75 ,6523.75,6297.490234,6483,6483,49552100
2000/10/19,6489.85 ,6620.779785,6488.689941,6619.430176,6619.430176,51441700
2000/10/20,6616.76 ,6663.180176,6533.149902,6618.430176,6618.430176,53850800
2000/10/23,6614.18 ,6651.100098,6542.870117,6620.870117,6620.870117,37771300
2000/10/24,6617.73 ,6835.160156,6603.490234,6802.810059,6802.810059,50917500
2000/10/25,6794.48 ,6810.299805,6701.310059,6748.220215,6748.220215,43687200
2000/10/26,6749.01 ,6858.100098,6718.549805,6767.899902,6767.899902,42190900
2000/10/27,6768.87 ,6930.359863,6768.870117,6924.680176,6924.680176,46828600
2000/10/30,6921.33 ,6955.919922,6880.180176,6926.569824,6926.569824,31213500
2000/10/31,6928.69 ,7087.919922,6928.689941,7077.439941,7077.439941,59944100
2000/11/1,7093.84 ,7114.200195,7015.52002,7059.069824,7059.069824,42593100
2000/11/2,7067.70 ,7135.890137,7048.879883,7088.640137,7088.640137,41119000
2000/11/3,7092.02 ,7152.450195,7072.370117,7128.27002,7128.27002,38970500
2000/11/6,7139.94 ,7185.660156,7111.5,7136.299805,7136.299805,35207600
2000/11/7,7140.25 ,7140.25,7028.790039,7076.279785,7076.279785,40038400
2000/11/8,7075.82 ,7130.209961,7004.930176,7008.640137,7008.640137,43374600
2000/11/9,7005.20 ,7019.569824,6930.290039,6959.5,6959.5,44935000
2000/11/10,6962.94 ,7013.069824,6831.399902,6851.689941,6851.689941,42243600
2000/11/13,6839.98 ,6839.97998,6690.609863,6742.100098,6742.100098,32943400
2000/11/14,6740.64 ,6966.649902,6740.640137,6966.649902,6966.649902,43857000
2000/11/15,6976.16 ,6976.629883,6882,6961.089844,6961.089844,39567600
2000/11/16,6950.94 ,6950.939941,6805.149902,6842.109863,6842.109863,38767800
2000/11/17,6824.00 ,6839.919922,6724.069824,6752.290039,6752.290039,41539800
2000/11/20,6755.23 ,6794.410156,6598.419922,6609.47998,6609.47998,34642000
2000/11/21,6594.88 ,6679.870117,6571.560059,6678.069824,6678.069824,39337800
2000/11/22,6669.75 ,6669.75,6474.5,6510.540039,6510.540039,41701100
2000/11/23,6508.53 ,6617.790039,6476.629883,6601,6601,33296100
2000/11/24,6607.98 ,6710.450195,6572.339844,6664.180176,6664.180176,43548600
2000/11/27,6665.25 ,6804.220215,6665.25,6696.910156,6696.910156,34418000
2000/11/28,6696.71 ,6717.740234,6603.609863,6625.560059,6625.560059,39055000
2000/11/29,6609.76 ,6655.359863,6534.819824,6598.319824,6598.319824,42182700
2000/11/30,6598.07 ,6598.069824,6361.430176,6372.330078,6372.330078,49755900
2000/12/1,6379.26 ,6542.720215,6379.259766,6512.910156,6512.910156,40803800
2000/12/4,6507.64 ,6507.640137,6343.450195,6408.100098,6408.100098,38538100
2000/12/5,6412.15 ,6637.089844,6412.149902,6637.089844,6637.089844,43938600
2000/12/6,6641.51 ,6721.899902,6606.430176,6622.25,6622.25,63068000
2000/12/7,6621.61 ,6650.080078,6495.259766,6566.080078,6566.080078,44011600
2000/12/8,6567.99 ,6745.910156,6567.990234,6691.25,6691.25,45260600
2000/12/11,6702.25 ,6806.450195,6702.25,6782.52002,6782.52002,46902200
2000/12/12,6781.62 ,6813.299805,6733.589844,6733.589844,6733.589844,47400200
2000/12/13,6741.59 ,6797.859863,6585.180176,6620.209961,6620.209961,41304500
2000/12/14,6617.46 ,6617.459961,6449.580078,6469.950195,6469.950195,47404500
2000/12/15,6455.21 ,6455.209961,6331.299805,6331.299805,6331.299805,101077200
2000/12/18,6337.81 ,6467.330078,6337.810059,6390.25,6390.25,40737700
2000/12/19,6392.44 ,6505.75,6309.140137,6479.279785,6479.279785,44122900
2000/12/20,6467.06 ,6467.060059,6226.640137,6248.759766,6248.759766,46977400
2000/12/21,6240.12 ,6291.02002,6110.259766,6200.709961,6200.709961,43424500
2000/12/22,6210.81 ,6281.72998,6201.439941,6251.399902,6251.399902,23738900
2000/12/25,null,null,null,null,null,null
2000/12/26,null,null,null,null,null,null
2000/12/27,6252.11 ,6357.759766,6252.109863,6328.160156,6328.160156,23061400
2000/12/28,6337.06 ,6393.27002,6323,6371.640137,6371.640137,23484100
2000/12/29,6376.10 ,6469.740234,6364.100098,6433.609863,6433.609863,15815000
2001/1/1,null,null,null,null,null,null
2001/1/2,6431.14 ,6439.22998,6289.819824,6289.819824,6289.819824,31868400
2001/1/3,6284.87 ,6467.819824,6172.439941,6434.959961,6434.959961,47080000
2001/1/4,6443.87 ,6556.939941,6356.919922,6376.540039,6376.540039,71143100
2001/1/5,6383.33 ,6485.339844,6344.160156,6382.310059,6382.310059,65345100
2001/1/8,6368.83 ,6426.640137,6337.950195,6392.169922,6392.169922,38720900
2001/1/9,6408.06 ,6462.5,6354.970215,6404.52002,6404.52002,44576500
2001/1/10,6402.19 ,6413.560059,6293.490234,6320.069824,6320.069824,45415500
2001/1/11,6320.94 ,6477.660156,6320.939941,6465.209961,6465.209961,51757400
2001/1/12,6480.82 ,6552.52002,6467.120117,6490.029785,6490.029785,60414000
2001/1/15,6506.70 ,6553.75,6481.169922,6522.870117,6522.870117,36355600
2001/1/16,6521.28 ,6539.640137,6452.620117,6502.890137,6502.890137,42489100
2001/1/17,6540.04 ,6668.669922,6540.040039,6653.379883,6653.379883,62694300
2001/1/18,6642.70 ,6661.120117,6587.509766,6635.759766,6635.759766,51834200
2001/1/19,6644.42 ,6737.180176,6632.810059,6651.529785,6651.529785,65728700
2001/1/22,6652.46 ,6688.830078,6594.189941,6675,6675,50523700
2001/1/23,6678.22 ,6722.410156,6601.879883,6722.410156,6722.410156,47539900
2001/1/24,6723.21 ,6759.009766,6690.720215,6706.669922,6706.669922,54771700
2001/1/25,6700.97 ,6775.259766,6677.810059,6727.490234,6727.490234,49038500
2001/1/26,6713.40 ,6713.399902,6650.339844,6695.200195,6695.200195,45901500
2001/1/29,6699.10 ,6750.959961,6659.97998,6750.959961,6750.959961,36944800
2001/1/30,6746.12 ,6792.810059,6706.160156,6739.299805,6739.299805,47815100
2001/1/31,6745.90 ,6795.140137,6720.569824,6795.140137,6795.140137,51297700
2001/2/1,6788.57 ,6788.569824,6704.680176,6704.680176,6704.680176,49074500
2001/2/2,6709.90 ,6750.990234,6624.189941,6638.200195,6638.200195,38115300
2001/2/5,6633.78 ,6635.799805,6592.209961,6628.069824,6628.069824,38140300
2001/2/6,6632.49 ,6693.450195,6620.029785,6693.029785,6693.029785,40231800
2001/2/7,6691.36 ,6691.359863,6578.959961,6578.959961,6578.959961,45085600
2001/2/8,6585.40 ,6662.77002,6580.240234,6636.810059,6636.810059,38646100
2001/2/9,6637.13 ,6637.129883,6497.069824,6497.069824,6497.069824,38011700
2001/2/12,6498.93 ,6572.370117,6498.930176,6564.910156,6564.910156,31659500
2001/2/13,6567.85 ,6603.169922,6545.02002,6557.930176,6557.930176,47138500
2001/2/14,6556.09 ,6556.089844,6444.160156,6479.870117,6479.870117,58119900
2001/2/15,6480.34 ,6591.669922,6480.339844,6591.669922,6591.669922,48783300
2001/2/16,6587.46 ,6587.459961,6439.259766,6439.259766,6439.259766,58853200
2001/2/19,6441.26 ,6493.609863,6441.259766,6472.209961,6472.209961,30554600
2001/2/20,6471.03 ,6530.129883,6425.649902,6451.569824,6451.569824,54012700
2001/2/21,6453.76 ,6453.759766,6312.140137,6347.990234,6347.990234,63801500
2001/2/22,6347.43 ,6363.549805,6216.52002,6277.990234,6277.990234,62556100
2001/2/23,6279.28 ,6312.100098,6071.350098,6075.339844,6075.339844,55261800
2001/2/26,6079.97 ,6209.129883,6079.970215,6189.069824,6189.069824,42182000
2001/2/27,6191.87 ,6254.819824,6162.509766,6220.47998,6220.47998,45305900
2001/2/28,6221.70 ,6284.810059,6170,6208.240234,6208.240234,46716700
2001/3/1,6212.66 ,6212.660156,6094.759766,6123.379883,6123.379883,51536000
2001/3/2,6123.59 ,6183.910156,6052.009766,6159.02002,6159.02002,45242900
2001/3/5,6172.35 ,6218.790039,6134.02002,6216.379883,6216.379883,34362200
2001/3/6,6218.12 ,6310.180176,6218.120117,6284.060059,6284.060059,53341800
2001/3/7,6274.21 ,6342.540039,6249.700195,6305.640137,6305.640137,46468300
2001/3/8,6308.73 ,6339.919922,6245.720215,6267.060059,6267.060059,42272200
2001/3/9,6264.22 ,6264.220215,6193.330078,6204.419922,6204.419922,49120100
2001/3/12,6202.37 ,6202.370117,6043.339844,6046.560059,6046.560059,48480700
2001/3/13,6038.85 ,6038.850098,5935.069824,5962.930176,5962.930176,62509200
2001/3/14,5969.51 ,6025.930176,5663.540039,5794.120117,5794.120117,86303800
2001/3/15,5819.69 ,5889.950195,5767.060059,5889.950195,5889.950195,57026700
2001/3/16,5881.62 ,5907.069824,5728.879883,5734.490234,5734.490234,346793900
2001/3/19,5732.85 ,5805.709961,5650.299805,5657.290039,5657.290039,43867400
2001/3/20,5663.66 ,5788.990234,5663.660156,5782.160156,5782.160156,49850300
2001/3/21,5780.60 ,5780.600098,5600.890137,5622.089844,5622.089844,59756400
2001/3/22,5599.02 ,5621.060059,5351.47998,5388.02002,5388.02002,77829900
2001/3/23,5396.63 ,5574.990234,5396.629883,5544.669922,5544.669922,62076100
2001/3/26,5557.82 ,5756.589844,5557.819824,5726.970215,5726.970215,50226400
2001/3/27,5724.15 ,5938.209961,5689.180176,5938.209961,5938.209961,63413100
2001/3/28,5938.21 ,5938.209961,5775.439941,5817.52002,5817.52002,53703800
2001/3/29,5812.65 ,5879.299805,5713.560059,5879.299805,5879.299805,68584400
2001/3/30,5870.10 ,5944.25,5805.27002,5829.950195,5829.950195,59490600
2001/4/2,5843.37 ,5912.259766,5702.930176,5760.759766,5760.759766,59553100
2001/4/3,5747.05 ,5747.049805,5511.759766,5553.459961,5553.459961,65812400
2001/4/4,5537.94 ,5632.129883,5383.990234,5597.660156,5597.660156,69466300
2001/4/5,5615.08 ,5781.709961,5615.080078,5773.339844,5773.339844,58910600
2001/4/6,5790.93 ,5839.109863,5651.830078,5698.879883,5698.879883,44413200
2001/4/9,5695.77 ,5809.879883,5657.870117,5781.009766,5781.009766,44934500
2001/4/10,5787.24 ,5917.779785,5787.240234,5913.839844,5913.839844,61920000
2001/4/11,5925.30 ,6019.259766,5879.22998,5951.160156,5951.160156,72876200
2001/4/12,5953.39 ,6013.379883,5910.459961,6002.299805,6002.299805,37777200
2001/4/13,null,null,null,null,null,null
2001/4/16,null,null,null,null,null,null
2001/4/17,6004.32 ,6004.319824,5827.620117,5935.580078,5935.580078,45878200
2001/4/18,5941.24 ,6188.77002,5941.240234,6164.879883,6164.879883,67064600
